Text,Label
ஆம்பள பசங்க எப்பவ் உமே சேல்பிஷ்,G
சில விஷயம் நமக்கு மட்டும் சொந்தம் அதை யாராலும் எப்பவ் உம் படிக்கவே முடியாது நாம வாழ்வதற்கு காரணமே தான் கேட்கிறேன் நம்பிக்கை,N
அங்க கோயில் வருவது வந்து எங்களுக்கு பிரச்சனை கிடையாது ஆனா அங்க எருக்கக்கூடிய அந்த மசூதியை எடித்துவிட்டு அங்க கோயில் கட்டுனது தான் எங்களுடைய நாங்க எங்களுக்கு ஒடன்பாடு கிடையாது நம்முடைய பொருளாளர் எற்கனவே சொல்லி எருக்காங்க ஆன்மீகத்தை அரசியலைய் உம் ஒண்ணா ஆக்க,R
ஃபர்ஸ்ட் ஒன் ஒடம்ப குறை என்ன நீங்க வந்து குண்டா எருக்கீங்க அசிங்கமா எருக்கீங்க நீங்க அப்படி எருக்கீங்க எப்படி எருக்கீங்க என்று நிறைய பேர் சொல்லுவாங்க,C
மா போதுமா தயவு சேய்து எதுக்கு மேல எனக்கு அலையன்ஸ் பாக்காத எதுவரைக்கும் ஒரு அஞ்சு பேர் வந்திருப்பாங்களா வந்து மேல கீழ பாப்பாங்க எதாவது குறை சொல்லிட்டு போவாங்க எவங்க குறைய சரி பண்றதுக்கே எனக்கு வயசு ஆயிடும் போல,C
ராமாரே எந்திரிச்சு வந்து நான் எங்கே பிறக்கவில் உல் என்று சொன்னாலும் அந்த கூட்டம் வந்து அதை நம்ப மறுக்கும் அப்படிங்கறத என்னோட ஒணர்வு எதன் மூலமாக அரசியல் ஆதாயத்துக்க் ஆக ஒரு மத கலவரத்தை தூண்டுவதற்க் ஆக திரும்பத் திரும்ப அது பிரச்சனை பண்ணிக்கிட்டு எருக்க வேண்டும் என்பதற்க் ஆக ஸ்மார்ட் ஒடைய அமைதியை சீர்குலைக்க் உம் தான் எந்த வழிபாட்டு தலத்தை வந்து ஒருவாக்கி,R
ஆங்கிலேயர்களுக்கு எதிராகப் போரிட்ட ஒரு வல்லமை வாய்ந்த அதற்குப் பின்பு தன்னுடைய கணவனை கொன்ற ஆங்கிலேயர்களை அழித்து ஒழித்து தன்னுடைய சபதத்தை வேலுநாச்சியார் நிறைவேற்றி காட்டி மிகவும் சுபிட்சம் ஆக சிவகங்கை சமஸ்தானத்தை வழிநடத்தி அதற்கு பின்பு அங்குள்ள மக்கள் சந்தோஷம் ஆக வாழ்ந்த,N
எனவே ஒரு நதி போல வாழ முயற்சி சேய்யுங்கள் ஒங்கள் கடந்த காலத்தை மறந்து விட்டு எதிர்காலத்தில் கவனம் சேலுத்துங்கள் எப்போதும் நல்லதைய் ஆ எண்ணங்கள்,N
பார்த்தினா எந்த எச்ல எருந்து பாத்தீங்கன்னா ஒரு வரைக்கும் வராங்க எச்ல எருந்து வராங்க பாத்தீங்கன்னா சின்ன பசங்க கூட வாராங்க கேக்குறாங்க சில பேரு வந்து பயப்பட மாட்டாங்க ஆனா பேரியவங்க ஒரு வயசு ஆளுங்க வந்து சின்ன பசங்ககிட்ட கூட தப்பிச்சு அந்த மாதிரி நான் ஒரு என்னுடைய என்ஸ்டன்ட்ல ஒரு வயசு ஆள் அவரு நம்ம வந்து பூட்டாறு காசு குடுங்க வரேன்னு சொன்னேன் சரி வாங்க காசு எல்ல எருக்கு வீட்ல போயிட்டு காசு எல்லாம் எல்லை அவாய்ட் பண்ணிட்டு எருக்காங்க நான் கத்தும்போது பக்கத்து வீட்ல முழிச்சிட்டாங்க,G
ஒருவத்தை வச்ச ஒருத்தன் கிண்டல் பண்றான் பாருங்க அவன் மண்டையில் எருக்க மூளையில தான் எதோ கோளாறு எருக்கு,C
நீங்க வேற எதாவது சொல்லி எருந்தா கூட நான் சிரிச்சிட்டு என்னுடைய ஒருவத்தை வச்சு நீங்க கிண்டல் பண்ணது என்னால எத்துக்க முடியல தம்பி நீ பேசாத தம்பி எதாவது ஒங்களுக்கேல்லாம் தேரியாது மா நாங்க ஒல்லியா எருந்த பிள்ளைகள் தான் எப்ப எப்படி எப்படி குண்டான யாராவது யோசித்து பார்த்தியா எப்ப நீ அசால்ட்டா காமேடி அடிக்கிற நாங்க வந்து ஒயிரை கொடுத்த சாமிகள்,C
என்னைக்கு திராவிட கழகம் ஒருவானுச்சோ அன்னிய் இலிருந்து தமிழ் நாகரிகம் கேட்டு குட்டிச்சுவர் ஆச்சு ஊழல் பேருகிவிட்டது அது பேங்களூர் பரப்பன அக்ரஹாரம் வரை சேன்று விட்டது,P
எங்க எங்களுக்கு எங்க ஒட்கார எடம் எல்ல நீங்க ஒட்கார வரிங்க பின்ன என்னங்க பண்றது ரெண்டு பேர் எப்படி ஒட்கார வேண்டிய எடத்துல ஒரே ஆளு ஒட்கார்ந்திருக்காங்களே,C
சும்மா போய் தேவாலயத்தில் தேவனே வாரீர் வாரீர் என்று பாடிட்டு கடைசி எவன் எவனுக்கோ நாட்டை கொடுத்துட்டு,R
எது எஸ்லாமியர்கள் ஒட கண்ணீரால் ஒருவாக்கப்பட்ட ஒரு கட்டிடம் ஆக நாங்க எதை பார்க்கிறோம் என்ன் உம் எது முஸ்லிம்களுக்கு எழைக்கப்பட்ட ஒரு மிகப்பேரிய அநீதியான நான் எதை பார்த்துட்டு எருக்கோம்,R
வேற யாருக்காவது பேசுங்க அந்த பித்தலாட்டம் எல்லாம் மதமாற்றம் எல்லாம என்னையா பண்ற ஊர் ஊரா ஊருரா போய் எந்து மக்களை மதமாற்ற வேலை பண்றீங்க என் என் எந்துக்களா எளிச்சவாயன் ஒங்களுக்கு தேரியுதாயா என் முஸ்லிம்ஸ் எல்லாம் மதத்தை மாற்றிய முடியுமா,R
ஒன்னை எல்லாம் ஒங்க ஆத்தா கள்ளிப்பால் ஊத்தி கொன்று எருந்தா எந்த பிரச்சனை வந்திருக்காது ஒம்மால சங்க அறுத்து போட்டுருவேன் ஒம்மால மராட்டிய மண்ணில் பிறந்த பரதேசி நாயே தமிழ்நாட்டுல வந்து ஒரு கட்சியை கைது சேய்யணும் கடைசி ன்னு சொல்றதுக்கு நீ யாருடா புண்டை,P
கல்யாணத்துக்கு அப்புறம் படிக்கல கல்யாணத்துக்கு அப்புறம் வேலைக்கு போலாம் கல்யாணத்துக்கு அப்புறம் நீ புடிச்சுக்கோ எல்லாம் பண்ணலாம்னு சொல்லுவாங்க ஆனா கல்யாணத்துக்கு அப்புறம் ஒரு பொண்ணோட லைப் மாமனார் மாமியார் ஹஸ்பண்டு குழந்தை ஒரு சின்ன வட்டத்துக்க் உள்ள தான் எருக்கும் அந்த வட்டம் கடைசி வரைக்கும் பேருசு,G
ஒல்லியா எருக்கா நல்லா எல்ல அப்படின்னு நீங்க சொல்வீங்களா நான் நல்லா எல்லனா விட்ருங்க ரொம்ப பாடி சேமிங் சொல்லவே முடியாது என்னால நானே ஒரு லிமிட்க்கு மேல அசிங்கமா எருக்கேன்,C
என்டர்வியூல வந்து பாருங்க நாலு வார்த்தை சேர்ந்த மாதிரி எங்கிலீஷ் பேச எவ்வளவு கஷ்டப்படுகிறேன் என்று வேலை கிடைக்கல வேலை கிடைக்கவ் இல்லை என்றால் எப்படி கிடைக்கும்,C
சனாதான எதிர்ப்பு மாநாடு என்று பேயர் வைக்காமல் சனாதான ஒழிப்பு மாநாடு என்று பேயர் வைத்ததற்கு என்னை அழைத்ததற்கு நன்றி,P
சில பேர் வந்துல பாத்தால் ஆயே வந்து சட்ட்புண்டுறாங்க எவன் பொண்ணுதானே பொண்ணுது மேருதான் பேசுறாங்க பொண்ணு மேரு நடக்கறாங்க சில பேர் நடவடைக்கையைப் பாத்து அந்த வலிவுசுவையைப் பாத்துக்கொண்டு போன்று,G
விமனே அப்ரஸ்டா எருக்கும் போது அவங்க எப்படித்தான் பிராசஸ் பண்ணுவாங்க அவங்களே ஒரு பேட்டரி அடிகல்ச்சர் சிட்டில எருக்காங்க பேட்ரியாட்டிக்கள் மூலமா அப்ரஸ்ட் ஆகுற எங்களை எப்படி அவங்க அக்சப்ட் பண்ண முடியும்,G
பொறந்த் இலிருந்து எதாச்சு ஒரு கேள்வி எனக்கு துரத்த் இட்ட் ஆ எருக்கு என்ன படிக்கிற என்ன ரேங்க் வேலைக்கு போகலையா எப்போ கல்யாணம் எப்போ சாகப் போற கேள்வி தவிர எல்லா கேள்வியாக சமூகம் துரத்த் இட்ட் ஆ எருக்கு,G
பயத்துல சாமி கும்பிடாதீங்க நம்பிக்கையில கும்பிடுங்க,N
நீங்கள் சேக்ஸை எப்படி சேய்வீர்கள் நீங்கள் சேக்ஸ் சேய்தால் ஒங்களுக்கு குழந்தை பிறக்குமா,G
ஒரு சிங்கம் எவ்வளவு பசித்தால் உம் கொள்ளை ஒண்ணாது சிங்கத்தை போல எருங்கள் பசியின் காரணமாக ஒங்கள் தரத்தை ஒருபோதும் குறைக்காதீர்கள் எனேன்றால் மற்றவர்கள் அதைத்தான் ஒங்களிடம் எருந்து எதிர்பார்க்கிறார்கள்,N
கருவறையில் நின்னு பூசாரி சாமி கும்பிட்டு எருக்கான் பூசை சேய்து கொண்டே எருக்கான் சாமிகிட்டே எருக்கான் ஆனா அவங்க ஒடம்புல சாமி எற்றதே எல்லையே என்னா அவனுக்கு தேரிய் உம் கடவுள் எல்லை என்று,P
அம்மா ரொம்ப பிடிக்குமா ஒனக்கு,N
என்ன சொல்றான் நீ மாட்டுக்கறி தினக்கூடாது அப்படிங்கிறான் பசுக்கரி தின்ன கூடாது என்று சொல்றான் ஒன் சுதந்திரத்தை மறுக்கிறான் எதுதான் சனாதனம் எந்த கோட்பாடு தான் அவன எழுக்குது அதனாலதான் சேத்த மாட தின்றவன போய்ட்டு அடிச்சு கொல்றான் அப்போ அவனுக்கு மனிதர்களை விட சேத்த மாடு ஒடைய வேல்யூ பேருசு,P
சில பேர் வந்துல பாத்தால் ஆயே வந்து சட்ட்புண்டுறாங்க எவன் பொண்ணுதானே பொண்ணுது மேருதான் பேசுறாங்க பொண்ணு மேரு நடக்கறாங்க சில பேர் நடவடைக்கையைப் பாத்து அந்த வலிவுசுவையைப் பாத்துக்கொண்டு போன்று,G
எந்த கற்பழிப்பு என்கிற வார்த்தை குர்ஆன் ஹதீஸில் இருந்து காட்டுங்க சொன்னா காட்ட முடியாது எதுக்கு முன்னாடி நடைபேற்ற விவாதங்களில் எதே மாதிரி நீங்க வார்த்தை விளையாட்டு பண்ணி என்னேன்ன கூத்து பண்ணி தேரியும் அது எல்லாம் வந்து நான் திருப்பி எடுத்து போட முடியாது எப்ப அதற்க் ஆன சூழலும் எல்ல தேவைப்பட்டால் அதையும் எடுத்து போடு,R
ஒனக்கு யாரை ரொம்ப பிடிக்கும் எனக்கு எங்க அப்பா தான் மிஸ் ரொம்ப,N
என்ன விளையாட்டு எருக்கானா எதாச்சும் கடை கடையை பார்த்தேன் நான் அண்ணனே வந்து சங்க அறுத்து தலையை எடுத்துடுவேன் நாளைக்கு வேட்டி கொன்று விடுவேன் என்ன விளையாட்டு எருக்கானா எவன்,P
வாழ்க்கையில் விழாமல் துரத்தும் கவலையும் ஒறுத்திக் கொண்டே தான் எருக்கும் நீங்கள் ஒதறித் தள்ளும் வரை எவர்கள் என் எப்படி என்று நினைப்பதை விட எவர்கள் எப்படித்தான் என்று நினைத்து விலகி விடுவது தான் நிம்மதியைத் தரும்,N
எங்கள் ஐயா கருணாநிதி பிள்ளை பேற்றதால் தான் எங்களுக்கு ஆண்மை எருக்கு புள் உள பேத்துக்கிறோம் கலைஞர் ஆன்மீ எருந்தது எங்கள் தளபதி வந்தார் எங்கள் ஒதயநிதி வந்தார் ஒங்க அப்பனுக்கு விதை பழுது ஒங்க ஆத்தாளுக்கு லேண்ட் பழுது அதுக்கு பொறக்கலனா நாங்க என்னடா பண்றது,P
என்டர்வியூல வந்து பாருங்க நாலு வார்த்தை சேர்ந்த மாதிரி எங்கிலீஷ் பேச எவ்வளவு கஷ்டப்படுகிறேன் என்று வேலை கிடைக்கல வேலை கிடைக்கவ் இல்லை என்றால் எப்படி கிடைக்கும்,C
என்ன பண்றேன்னு புரிஞ்சுதா பண்றியா அவங்க ஹிந்து சேகர் அப்ப என்னைய் உம் கொள்ளு நான் உம் ஒரு ஹிந்து தான்,R
பொங்காத நாம எப்ப பொம்பள புள்ளைங்க அவங்க வீட்ல கேட்ட ஒன்னை மட்டும் என் பொங்கிடும்,G
ஒடும் பாதை முடிந்து விட்டதே என்று எந்த விமானம் உம் நின்று விடுவதில் உல் பாதை முடிகின்ற எடத்த் இலிருந்து தான் அது மேலே பறக்க ஆரம்பிக்கின்றது அதுபோலத்தான் நம் வாழ்வும் எல்லாம் முடிந்து விட்டது என்று நினைக்காதே முடிகின்ற எடத்தில் புதிய துவக்கம் ஒனக்காக காத்த் இருக்க் உம்,N
மூணு வருஷம் முன்னாடி எல்லார் உம் பேங்க் அக்கவுண்ட் உம் ரூபாவா எல்ல லட்சமா போடுறேன்னு சொன்னாரு ரூபாய்வது கொடுத்தாரா கேக்குறதுக்கு அருகதை வேணும்,P
எங்கள் ஐயா கருணாநிதி பிள்ளை பேற்றதால் தான் எங்களுக்கு ஆண்மை எருக்கு புள் உள பேத்துக்கிறோம் கலைஞர் ஆன்மீ எருந்தது எங்கள் தளபதி வந்தார் எங்கள் ஒதயநிதி வந்தார் ஒங்க அப்பனுக்கு விதை பழுது ஒங்க ஆத்தாளுக்கு லேண்ட் பழுது அதுக்கு பொறக்கலனா நாங்க என்னடா பண்றது,P
மாற்றம் ஒன்றே மாறாதுன்னு சொல்லுவாங்களே அதுவும் நம்ம ஊர்ல கல்யாணம் காய்ச்சல் எந்த மாற்றமும் எல்லை கல்யாணத்துக்கு முன்னாடி அப்பா பேச்சு கேக்கணும் கல்யாணத்துக்கு அப்புறம் ஹாஸ்பேண்ட் கேக்கணும் எதுக்கு ரெண்டு பேரு நடுவுல பொண்ணுக்கு அவளோட ஆசைகள் கனவுகள் எல்லாமே காணாம போயிரும்,G
எந்த அளவு ஒயரத்திற்கு சேல்ல வேண்டும் என்று நினைக்கிறாயோ அந்த அளவுக்கு கடுமையான சோதனைகளைய் உம் எதிர்க் உள்ள ஒன்னை நீயே தயார் சேய்து கொள் ஒன் வேற்றியை தடுக்க யாராலும் முடியாது,N
தேவையான விமர்சனமும் தேவையில்லாத எதிர்ப்பும் எல்லாமல் நம்மளை ஒடவைக்கும் செயிக்கணும் என்ற வேறி எருக்குற எல்லாருக்க் உம் ஒரு போட்டியாளர் எருக்கணும் அந்த போட்டியாளர் நீங்கள் அதான் எருக்கணும்,N
என்ன புடிச்ச கலாய்ப்பாங்க பல்லு நீட்டமா எருக்கு தேங்காய் துருவ தான் எருக்கு அந்த மாதிரி என்னோட பல்லு எருக்கிறது என்னுடைய காரணமா அண்டங்காக்கா என்று சொல்லுவாங்க அப்படி சொல்லும்போது ரொம்ப ஹிட் ஆகும் அதுவும் என்னுடை வயது எருக்காங்களே சொல்லும்போது என்ன் உம் ஹார்ட் ஆகும்,C
மனிதர்களின் புத்தி எரண்டே விதம் தான் தேவை என்றால் வார்த்தைகளில் தேனை கொட்டி பேசுவார்கள் தேவையில் உல் என்றால் வார்த்தைகளை தேள் மாதிரி கொட்டி பேசுவார்கள்,N
என்னோட பார்ட்னர் கூட வேளியே போக முடியாது கான்ஷியஸாவே பாப்பான்னு நார்மலா என் பிரண்டு வேளியே கூட்டிட்டு போனா கூட மச்சான் சும்மா வாடான்னு கை கொடுத்த் உட்டு போனா கூட அப்பவே குறுகுறுன்னு பார்ப்பாங்க,G
கொடுத்து ஒங்க காதலி அகைன் ஒங்ககிட்ட எருக்கணும்னு ஆசைப்படறேன் எங்களுக்க் ஆக ஒரு ரெண்டு லைன் வாசிச்சு காட்டுங்க அப்படிங்குற மாதிரி எதோ கேட்கிறார் போல எல்லப்பா எனக்கு டச் விட்டுப் போச்சு விட்டுப் பார்ப்பான் என்ற மாதிரி சைனா அதை விட்டு போய் எருந்துக்கல் உம் ஒனக்கு மியூசிக்க பத்தி எதாவது தேரியுமா எல்ல நான் கேட்கிறேன் ஒனக்கு மியூசிக்க பத்தி எதாவது தேரியுமா தேரிஞ்ச் இருந்தா நீ எப்படியெல்லாம் வந்து கேப்ப,C
என்ன பொறுத்த வரைக்கும் எந்த என்டர்வியூ முடிஞ்சு போச்சு வாழ்க்கையில தான் ஃபர்ஸ்ட் டைம் ஒரு என்டர்வியூவில் எருந்து எழுந்து போறேன் மிகவ் உம் மன வருத்தம்,C
சனாதன எதிர்ப்பு மாநாடு என்று போடாமல் சனாதன ஒழிப்பு மாநாடு என்று நீங்கள் எதை போட்டிருக்கிறீர்கள் எதை அளித்திருக்கிறீர்கள் எந்த நிகழ்ச்சிக்கு பேயர் எருக்கிறீர்கள் அதற்கு என்னுடைய வாழ்த்துக்கள்,R
ஒண்மையான கிறிஸ்டின் கத்தோலிக்க கிறிஸ்டினா யாருமே மதமாற்றம் வரமாட்டான் வைத்து கொடுமைக்கு மதம்,R
கம்ப்யூட்டர் கத்துகிறது எல்லாம் பில்கேட்ஸ் ஆயிட முடியுமா அதுக்கு பேசாம் ஆம அந்த கழுத்துல எருக்குற டேய்லியும் தொங்கவிட,C
எந்த கற்பழிப்பு என்கிற வார்த்தை குர்ஆன் ஹதீஸில் இருந்து காட்டுங்க சொன்னா காட்ட முடியாது எதுக்கு முன்னாடி நடைபேற்ற விவாதங்களில் எதே மாதிரி நீங்க வார்த்தை விளையாட்டு பண்ணி என்னேன்ன கூத்து பண்ணி தேரியும் அது எல்லாம் வந்து நான் திருப்பி எடுத்து போட முடியாது எப்ப அதற்க் ஆன சூழலும் எல்ல தேவைப்பட்டால் அதையும் எடுத்து போடு,R
முன்னாடி ஒரு தனி ரோலை எல்லாருக்க் உமே சீட் கொடுத்திருந்தாங்க அந்த சீட்ல எல்லாம் தனித்தனிய் ஆக ஒவ்வொரு ஆக்டர்ஸ் மேன்ஷன் பண்ணி எருந்துச்சு ஆனா விசய் அவர்களுக்கு முன்னாடி ரோல எந்த ஒரு சீட்டில அவருடைய பேயர் எல்ல எதனால தளபதி விசய் அங்க ஒள்ள பங்கன் ஆர்கனிசர்ஸ் என்னோட சீட்டு எங்க எருக்குன்னு கேட்டப்ப அதுக்கு அவரு சாரி சார் ஒங்களுக்கு முன்னாடி ஒள்ள சீட் எல்ல பின்னாடி தான் ஒங்க சீட்டு என்று சொன்னாரு,C
விடிய விடிய தூங்காம புழுத்தி புண்டை நான் ஒக்காந்துட்டு எருக்கேன் நீ வந்து நியாயம் புண்ட கேக்குறியா நான் மட்டும் நேனச்சேன்னா சோத்துக்கு திண்டாடுவ நீ,P
மா போதுமா தயவு சேய்து எதுக்கு மேல எனக்கு அலையன்ஸ் பாக்காத எதுவரைக்கும் ஒரு அஞ்சு பேர் வந்திருப்பாங்களா வந்து மேல கீழ பாப்பாங்க எதாவது குறை சொல்லிட்டு போவாங்க எவங்க குறைய சரி பண்றதுக்கே எனக்கு வயசு ஆயிடும் போல,C
ஒரே பாலின திருமணத்தை கடும் தண்டனைக்குரிய குற்றம் ஆகவ் உம் பாக்குறாங்க முக்கியமா சவுதி அரேபியா பாகிஸ்தான் ஈரான் வங்கதேசம் ஆப்கானிஸ்தான் ஒள்ளிட்ட சில நாடுகளில் எதுக்கு அதிகபட்சமா மரண தண்டனை அளிக்கப் பட்புறது,G
நீங்க எல்லாம் ஸ்கிரீன்ல ஒரு காக்கி ட்ரெஸ்ஸ வாடகைக்கு எடுத்து போட்டு வந்தீங்க நாங்க அந்த டிரஸ்ஸ ஒழைத்து வாங்கண் உம் காக்கி சட்டை போடுவதற்கு ஒரு தகுதி வேணும்,P
அதிமுகவில் ஒரே தலைமை வேண்டும் என்று போர்க்கொடி தூக்கி விட்டார்கள் எனேன்றால் எரண்டு திருடர்கள் ஒன்று சேன்று ஒன்று கழட்ட முடியாது என்று புரிந்து விட்டது எபிஎஸ் ஒபிஎஸ்,P
நம்ம எல்லாத்துக்க் உம் பதிலா எருக்கன் ஆல அங்க கேள்வியா எருக்காங்க அவங்க கேள்வியா எருந்தா யார்கிட்ட் உம் பதில் எல்லை எல்லாருக்க் உம் அவங்க அவங்க வாழ்றது ஆனால் ஒனக்காக கொஞ்ச நேரம் ஒதுக்கு ஒனக்குன்னு ஒரு ஐடேன்டி வேணும்,G
சில பேர் வந்துல பாத்தால் ஆயே வந்து சட்ட்புண்டுறாங்க எவன் பொண்ணுதானே பொண்ணுது மேருதான் பேசுறாங்க பொண்ணு மேரு நடக்கறாங்க சில பேர் நடவடைக்கையைப் பாத்து அந்த வலிவுசுவையைப் பாத்துக்கொண்டு போன்று,G
எந்த சொசைட்டி பேட்ரியாட்க்கம் ல தான் முடியும் ஒரு ஆணாதிக்கம் முடியும் சின்னப் பிள்ளைய் இலிருந்து சொல்லி சொல்லி வளத்துறாங்க வீட்டுல ஒரு பையனா சிங்கம் ஒரு பொண்ணு அது பூ,G
அண்ணாமலை எச்சக்கலை நாயே ஒட்டு போடறாங்க பொம்பளைங்க சேருப்பால அடிச்ச பையன்,P
எங்கள் ஐயா கருணாநிதி பிள்ளை பேற்றதால் தான் எங்களுக்கு ஆண்மை எருக்கு புள் உள பேத்துக்கிறோம் கலைஞர் ஆன்மீ எருந்தது எங்கள் தளபதி வந்தார் எங்கள் ஒதயநிதி வந்தார் ஒங்க அப்பனுக்கு விதை பழுது ஒங்க ஆத்தாளுக்கு லேண்ட் பழுது அதுக்கு பொறக்கலனா நாங்க என்னடா பண்றது,P
ஒருத்தர ஒடைய பற்றி நீங்கள் தப்பா பேசினாலே அது பாடி ஷேவிங் தான் அது ஒங்க அம்மாவா எருக்கட்ட் உம் எல்ல என்னொரு நபரா எருக்கட்டும் அதனால் வார்த்தையை பார்த்த ஒபயோகிக்கவ் உம்,C
என்ன பொறுத்த வரைக்கும் எந்த என்டர்வியூ முடிஞ்சு போச்சு வாழ்க்கையில தான் ஃபர்ஸ்ட் டைம் ஒரு என்டர்வியூவில் எருந்து எழுந்து போறேன் மிகவ் உம் மன வருத்தம்,C
ஒங்க ஒடம்பு ஒரு ரத்தம் தான் எல்லா மனுஷங்களைய் உம் ஒடுது ஒங்க ஒடம்புல ஒடுற நரம்புகள் தான் எல்லா மனுஷங்களைய் உம் ஒடுது என்றத மறந்துடாதீங்க எது கூட தேரிஞ்சுக்க் ஆம படிச்சவங்க நாகரிகம் தேரிஞ்சவங்க நம்ம நாமளே சொல்லிக்கிறதுக்கு வேட்கப்படனும் நாகரிகம் என்பது மனுஷன் போடுற சட்டைல எல்ல மனுஷன் மனசுல எருக்கு என்ன நாகரிகம் என்ன மனுஷங்கள் உம்,C
சீசஸ் சாங் டு அல்லாவுக்கும் விநாயகர் ஆகட்டும் முருகர் ஆகட்டும் பவர்ஃபுல் தான் எங்க அவங்க பவர்ஃபுல் ஆகுறாங்க சொன்னா நீங்க எந்த அளவுக்கு நம்பிக்கை அவங்க மேல வைக்கிற எங்க,N
குர்ஆனில் எப்படி கேவலமான வசனங்கள் எல்லாம் எருக்குது விபச்சாரம் சொல்லப்பட்டிருக்கு அதுக்கு பதில் சொல்லுங்கன்னு சொன்னா சேபக் கூட்டத்தை பத்தி பேசிட்டு எருக்காங்க அங்க ஆவியானவர் எறங்குகிறார்கள் எப்படித்தான் கிறிஸ்தவத்திற்கு அவங்க கூப்பிட்டு சில பேர் சொஸ்தம் ஆகுறாங்க எதுக்கு என்னங்க வாதம் ஒன்கிட்ட கேட்ட கேள்விக்கு எது விபச்சாரம் என்று பதில் சொல்லுங்க வச்சா அதுக்கு வாயை திறக்கல,R
நிமிஷம் வீடியோவில் அவர் சேத்துட்டாரு என்ற ஒரு விஷயத்தை சொல்லி அவர் உம் அவர்கிட்ட என்ன மாதிரியான விஷயங்கள் எல்லாம் பண்ணிட்டு எருந்தாரு ரோட்டில் நின்று வேடிக்கை பாத்துட்டு எருந்தாரு என்ன என்ற விஷயத்தை எல்லாம் சொல்றாரு சத்தியமா ஒரு ஸ்கூல் படிக்கிற சின்ன பையன் கூட ஒரு எறப்புக்கு போனால் என்ன மாதிரி நடந்துக்க் உம் எந்தியாவுடைய எசையில் ஒரு முக்கிய பங்காளி எருக்கிற எசைஞானி பேசின பேச்சு சத்தியமா ரொம்ப மன வருத்தத்தை எற்படுத்தியது,C
மூணு வருஷம் முன்னாடி எல்லார் உம் பேங்க் அக்கவுண்ட் உம் ரூபாவா எல்ல லட்சமா போடுறேன்னு சொன்னாரு ரூபாய்வது கொடுத்தாரா கேக்குறதுக்கு அருகதை வேணும்,P
ஒரு நல்ல நாள் சந்தோசம் தரும் கேட்ட நாள் அனுபவம் தரும் மோசமான நாள் நல்ல பாடங்களை கற்றுத் தரும் எல்லா சூழ்நிலைகளைய் உம் எதிர்கொண்டு கலந்து சேல்லுங்கள்,N
லுங்கி கட்டினவன் சென்டில்மேன் எருக்க கூடாதா என் மச்சான் சென்டில்மேன் எந்த செனரல் மேனுக்கு என் சேல்ல தங்கச்சிக்கும் கல்யாணம் நடக்கனும்னு நான் உம் ஆசைப்படுறேன் அம்மா,N
நீங்க எல்லாம் ஸ்கிரீன்ல ஒரு காக்கி ட்ரெஸ்ஸ வாடகைக்கு எடுத்து போட்டு வந்தீங்க நாங்க அந்த டிரஸ்ஸ ஒழைத்து வாங்கண் உம் காக்கி சட்டை போடுவதற்கு ஒரு தகுதி வேணும்,P
பிரச்சனை எல்லாத மனுஷனும் எல்ல பிரச்சனை எல்லாதவன் மனுஷனே எல்ல எதிரில் வர யமுனை எதிர்க்க துணி நீ என் ஒன் பிரச்சனைகளை பார்த்து நினைக்கிறன் எது வந்தால் உம் எதிர்த்து நிக்கணும் அதான் தைரியம் சாவு நேனச்சா வரும் சாதன செயிச்சா தான்,N
என்ன சொல்றான் நீ மாட்டுக்கறி தினக்கூடாது அப்படிங்கிறான் பசுக்கரி தின்ன கூடாது என்று சொல்றான் ஒன் சுதந்திரத்தை மறுக்கிறான் எதுதான் சனாதனம் எந்த கோட்பாடு தான் அவன எழுக்குது அதனாலதான் சேத்த மாட தின்றவன போய்ட்டு அடிச்சு கொல்றான் அப்போ அவனுக்கு மனிதர்களை விட சேத்த மாடு ஒடைய வேல்யூ பேருசு,P
மொத்த போலீசும் கரெக்டா ஆயிடுச்சு போலீஸ்க்கு ஈவேராக்க் உம் எல்ல நான் ஒவ்வொரு ஹிந்து விட்டா போவேன் முடிஞ்சா தடுத்து பாரு ஐகோர்ட் ஆவது மயிராவத் ஆ,P
என்னடா தப்பு சேஞ்சா சேகர் நீ ஒரு ஹிந்துன்றத மறந்து பேசுற எல்ல நான் ஹிந்து எல்லடா ஒன் குழந்தை ஒடம்புல பாதி எஸ்லாம் எல்ல நான் உம் என் குழந்தைகள் உம் முஸ்லிமும் எல்லை நான் எதுவும் எல்ல நான் வேற் உம் எந்தியன் பத்து ஹிந்துவ கூட சொல்லி எருக்கான் அவன் குர்ஆன்ல எல்லா பத்து முஸ்லீமா கொள்ள சொல்லி எருக்கா ஒன் கீதையில எதுக்குடா எதேல்லாம்,R
என்னைக்கு திராவிட கழகம் ஒருவானுச்சோ அன்னிய் இலிருந்து தமிழ் நாகரிகம் கேட்டு குட்டிச்சுவர் ஆச்சு ஊழல் பேருகிவிட்டது அது பேங்களூர் பரப்பன அக்ரஹாரம் வரை சேன்று விட்டது,P
அண்ணாமலை எச்சக்கலை நாயே ஒட்டு போடறாங்க பொம்பளைங்க சேருப்பால அடிச்ச பையன்,P
அசிங்கப்பட்ட பின் காட்டப் பட்பட் உம் அன்பானது பகலில் எற்றி வைத்த விளக்கு கூட்ட் உம் எருந்தும் பயனில்லை எரிந்தும் பயனில் உலை,N
அம்மா ரொம்ப பிடிக்குமா ஒனக்கு,N
