Text,Label
బైబులు మొత్తం తప్పులే బైబులు మొత్తం తప్పులే నిజము లేదు దాంట్లో,R
మా కులమేనండి ఈ ఊళ్ళో ఎవడైనాసరే మా కులపోళ్ళకి దణ్ణం పెట్టి గౌరవించాల్సిందే తప్పా వేరే కులపెదవలకి అంత సీన్ లేదండి,R
ఖేల్ కతం దుకాణ్ బ్యాండ్ సాలా ఈ లంజ కబుర్లు అపనే ఆపట్లేదు చంపి దెంగుదాం వీడ్ని,C
ఎందుకంటే ట్రాన్స్ ఇయి ఉండి నువ్వు బిగింగ్ చేయకుండా ఇవ్వని ఎందుకు,G
స్టార్టింగ్ లో చెప్పాకదా మన లిఫెలో కూడా ఇలాటి అమ్మాయి ఉండాలి అని కోరుకుంటారు అని అలాంటి క్యారెక్టర్ ఏ ప్రియా,N
సనాతన దర్మం పైన స్టాలిన్ చేసినవంటి మాటలు వేస్ట్ గడు హౌలాగాడు చేసిండు వాడ్ని తలా తీసుకొని రా,C
ఇప్పుడు మీరు అన్నారు ట్రాన్సగెండెర్ అని తెలిస్తే నే ఈ ప్రాబ్లెమ్,G
నేన్ పాపినో కాదో నాకు తెలుత్తుంది నేన్ ఇయాల ఒకడ్ని అకారణంగా చిన్నపిల్లాడ్ని కొట్టాననుకో అయిదు నిముషాలు తర్వాత నేను బాదపడ్తాను ఈడ్ని అనవసరంగా కొట్టాను కుర్రోడు చెప్తే అర్దమవుతుంది అని నాక్ నేను బాదపడ్తాను నాలో యేసు లేడు నేన్ యేసుని నమ్మను నాకెందుకు తెల్సింది నేనెందుకు ఉప్పుకోవాలి అంతరాత్మకి తెలుత్తుంది భగవంతుడు ఎవడికైనా ఇక్కడే ఉంటాడు నీ దేవుడు నీకు నచ్చాడు నువ్ నీ ఏరియాలో చెప్పుకో నీకు ఇక్కడ సంబందమేంటి ఎవడున్నాడు ఇక్కడ హిందువలు ఒక్కడు మాయన్న ఉన్నడా ఇక్కడ,R
అరె మూగోడు మూగోడు కలుసుకుంటే నువ్వెట్లా పుట్టావ్రా అయ్యప్ప సామియే శరణం అయ్యప్పో మా కొంపా ముంచినవ్రా అయ్యప్ప,R
అరె ఓ హిందూ సన్నాసుల్లారా మీరు ఎక్కడైనా సచ్చిన్రా అని నేను అడుగుతున్నా,R
మీరు ట్రాన్సగెండెర్ గ మారిన తరువాత బెగ్గింగ్ గానే ఎందుకు ఉన్నారు జాబ్ అనేది ఎందుకు చేయలేదు ఇన్ని సంవత్సరాల నుండి భయం వేసేది ఫస్ట్ ట్రాన్సగెండెర్స్ కి ఇలాంటి అవకాశాలు ఇస్తారా ఎవరైనా ఇంటర్వూస్ లో పిలుస్తారా,G
ఈరోజు కూడా యూటుబ్ వాలు గని మీడియా వాలు గని ఆఖరికి పెళ్ళాం వాళ్ళ సుఫర్ ఇఎ మొగవాల్లు కూడా మాట్లాడానికి ఇష్ట పడని ఒక టాపిక్ గురించి మాట్లాడుకోబోతునం అండ్ మై డియర్ మహిళా సంగాలు మీకు గనక ఇది చూసాక కోపం అన్న ఫీలింగ్ వస్తే దయచేసి వెళ్లి ఏదైనా బాయి దూకి సచిపోండి మీ లాంటి వాళ వల్లే ఈ ప్రాబ్లెమ్ ఇంత పెద్దగా ఇయింది,G
రేట్ ఎంత పదిహేను వేలు ఆ పదిహేను వేల ఓయ్ న్వెమైన టైటానిక్ హీరోయిన్ వి అనుకుంటున్నావా నేను అనవసరంగా టైం వేస్ట్ చేసేవాడిని కాదు,G
మొన్న ఎవడో అంటున్నాడు అంట మీరు కానీ వైసీపీ పార్టీ కి వోట్ వెయ్యకపోతే ఈసారి పతకాలు పోతాయి అని ఎవడ్రా నువ్వు ఇచ్చేది పతకాలు నా కొడకల్లారా రేపు జైలుకి పోతార్రా మీరంతా అప్పుడు మేము ఇస్తాం,P
కే సి ర్ గతంలో నీ గురించి ఎం చెప్పాడు నీ లాంటి డర్టీ పాలిటిక్స్ ఎక్కడ కూడా చూడలేదు చంద్ర బాబు నాయుడు లాంటి వేక్తిని అని చెప్పాడు ఎక్కడో కాంగ్రెస్ పార్టీ జెలిస్త్జ్ అక్కడ సంకెళ్లు అక్కడ అయన ఏదో గెలిచి నట్టుగా సంకలు గుద్దుకుంటున్నాడు,P
ఎన్ని వేల కోట్లు అటువంటి ఎమ్మెల్యేల మన ఎమ్మెల్యేలు అటువంటి ప్రభుత్వానికా మనం ఓటు వేస్తున్నాం,P
మనం బాగున్నప్పుడు లెక్కలు మాట్లాడి కష్టాల్లోవున్నపుడు విలువలు మాట్లాడకూడదు సర్ కరెక్ట్ కాదు,N
చిన్నపిల్లాడికి ఏమీ తెలియకపోయినాసరే తల్లి చెప్పినట్టొ తండ్రి చెప్పినట్టొ గురువు చెప్పినట్టొ వినడం వల్ల వాడి జీవితం బాగుండట్లా వాడికి యుక్త వయసొచ్చి వాడి జీవితాన్ని వాడు చెడగొట్టుకోవాలని తల్లీ తండ్రీ గురువూ చెడకొట్టరుకదా మరి పెద్ద వాళ్ళ మాట విన్నంతసేపు జీవితం బానే ఉంది సొంత నిర్ణయాలు తీస్కోడం మొదలయ్యాకే అవివేక దారి పట్టాం మనం అలాగని పెద్దయ్యాకా సొంత నిర్ణయాలు తీస్కొద్దని ఎవరూ చెప్పరు అది పెద్దవాళ్ళ ఆమోదానికి పాత్రమవుతున్నాయా చూస్కోవాలి,N
పవన్ కళ్యాణ్ ఫాన్స్ అందరు ఏ ఓట్లు వేసేవాడు కాదు తూపు తూపు అని వేయి కి ఒకడు జై జనసేన అని అంటావుంటాడు అసలు అయినా ఓట్లు ఉంటే గనక బీజేపీ తో టీడీపీ తో పోట్లు పెట్టుకుంటాడు,P
మొన్న ఎవడో అంటున్నాడు అంట మీరు కానీ వైసీపీ పార్టీ కి వోట్ వెయ్యకపోతే ఈసారి పతకాలు పోతాయి అని ఎవడ్రా నువ్వు ఇచ్చేది పతకాలు నా కొడకల్లారా రేపు జైలుకి పోతార్రా మీరంతా అప్పుడు మేము ఇస్తాం,P
హాయ్ సర్ హాయ్ సర్ నమస్తే పోరా కొజ్జా ఓడ ఎవడ్రవీడు,G
ఈ కాలంలో మీరు ఒకసారి ఒబ్సర్వ్ చేయండి మన స్టేటులో ఉన్న పొలిటికల్ సీనారియో ని ఒబ్సర్వ్ చేయండి ఎవరైతే హిందుత్వానికి వ్యతిరేకంగా మాట్లాడుతున్నారో అలాంటి వాళ్ళ డేట్లు తీస్కుని ఇంటర్వ్యూ లు తీస్కునె జమానా ఒచ్చిందికానీ అదే సనాతనదర్మ అంటే ఇతర దర్మాల గురించి వ్యతిరేకంగా మాట్లాడితే వాళ్ళ తలనరికి రోడ్డు మీద పడ పడేసే పరిస్తితుంది,R
నేను ఇప్పటివరకు ఎక్కడా మసీద్ ప్రారంభో త్సవానికి వెళ్ళింది లేదు కానీ వేళ్ళు ఆహ్వానించడం తో ఈ మసీద్ లోపలికి వచ్చాను వీళ్లు ఆహ్వానించినా తీరు చాలా సంతోషంగా అనిపించింది,N
ఈవ్ టీసింగ్ మీరు అనుమానించారు అన్ని మంది అనుమానించడం వాళ్ళ విఫస్ చచ్చిపోయారు ఇప్పటివరకు ఎం అనుమానిస్తారు జాబ్ ఎల్లి ఎవరితోనో ఇల్లీగల్ రేలషన్శిప్ మైంటైన్ చేసిన అరవలేదా మరి మెం జాబ్ కి పోతే మీరు అనుమానిస్తాలేరా అయితే మీ వైఫ్ జాబ్ చెయ్యాలి మీ వైఫ్ కి అక్కడ ఏమైనా మీరు పాటించుకోరు,G
ఇది వర్కౌట్ ఎవ్వదు ఈ అమ్మాయిలు డెమో మాత్రం భ్రంహాండం గ ఇస్తారు ప్రాక్టికల్ గ మాత్రం వాలు చేయలేరు సర్,G
గ్యాంగ్ రేప్ మాస్టర్ ఇక్కడ నాకు పుట్టినప్పుడు నుండి వచ్చింది కసి జాకో వ ఎరా జాకోనాకొడక,G
తనకి ఎం కావాలి అని అడిగినప్పుడు ఒక చిన్నజాబ్ వస్తే చాలు ఆ స్ట్రీట్ కో సిటీ కో డోన్ అయితే చాలు అనడు మొత్తం దునియా కావాలి అని అంటాడు సో డ్రీం మనం ఎంత పెద్దగా ఉంటె రియాలిటీ లో మనం పెట్టె ఫోకస్ అండ్ ఎఫెక్ట్ కూడా అదే రేంజ్ లో ఉంటాయి ఆలా కాకుండా డ్రీం విషయంలోనే కంప్రెమిసె అయిపోతే రియాలిటీకి వచ్చేసరికి ఇంకా కంప్రెమిసె అయిపోతాం,N
మీరు ఒక్క పని పేసి చేసి పెట్టండి పెళ్లికానివాళ్లంతా కూడా ఆడవాళ్లు అబ్బాయిలు ఈ ఒక్క విషయంలో తల్లిదండ్రుల మాట పూర్తిగా తిరస్కరించి నచ్చిన భాగస్వామిని కులానికి అచితంగా పెళ్ళిచేసుకుని ఇరవై ఏళ్ల తర్వాత కులం ప్రస్తత లేకుండా చేయండి,N
ముస్లింలకు కురాన్ ముఖ్యమైందే కావచ్చు అలాంటప్పుడు ఈ దేశం వీడి ఇస్లాం దేశాలకు తరలిపోవాలని స్పష్టం చేసారు,R
నేన్ పాపినో కాదో నాకు తెలుత్తుంది నేన్ ఇయాల ఒకడ్ని అకారణంగా చిన్నపిల్లాడ్ని కొట్టాననుకో అయిదు నిముషాలు తర్వాత నేను బాదపడ్తాను ఈడ్ని అనవసరంగా కొట్టాను కుర్రోడు చెప్తే అర్దమవుతుంది అని నాక్ నేను బాదపడ్తాను నాలో యేసు లేడు నేన్ యేసుని నమ్మను నాకెందుకు తెల్సింది నేనెందుకు ఉప్పుకోవాలి అంతరాత్మకి తెలుత్తుంది భగవంతుడు ఎవడికైనా ఇక్కడే ఉంటాడు నీ దేవుడు నీకు నచ్చాడు నువ్ నీ ఏరియాలో చెప్పుకో నీకు ఇక్కడ సంబందమేంటి ఎవడున్నాడు ఇక్కడ హిందువలు ఒక్కడు మాయన్న ఉన్నడా ఇక్కడ,R
నువ్వు మోగానివి కదా ర మోగానివి మోగ తీరు వాడి లేక్క గేమ్ ఆడ లే,G
అరె మూగోడు మూగోడు కలుసుకుంటే నువ్వెట్లా పుట్టావ్రా అయ్యప్ప సామియే శరణం అయ్యప్పో మా కొంపా ముంచినవ్రా అయ్యప్ప,R
గుడివాడ గూట్లే గడు చేతనకొడుకు దరిద్రుడు విశ్వశగాతకుడు,C
అదేక అందుకే అంటే ఈ మనిషిని పూర్తిగా అప్పర్ కంపార్ట్మెంట్ లో పోయింది అదేక లేదు మనిషి ఇక్కడ లేదు ఇంకడా ఈ మనిషి తెలుగు దేశం పార్టీ లీడర్ గ పెట్టుకుంటే,P
నీ యమ్మ చేతనకోడక నీ అమ్మ నాన్న ఇది చూసారనుకో నాకొడక పిల్లని కూడా ఇవ్వరు రరెయ్ ఎవడు,C
ఒక ముస్లింనిగాని ఒక్క నిమిషం భార్గవి కల్యాణిగారు వారి మతాన్ని సంబందించిగాని క్రైస్తవుల్నిగానీ ఇతర ఏ మతాల్కి సంబందించిగాని మీరు ఏదైనా తప్పుడు వ్యాఖ్యలు చేస్తే ఎందుకండీ వాస్తవాలు కురాన్లో ఉన్న వాస్తవాలు మాట్లాడినందుకు మీరు తీస్కుని జైళ్లో పెడితే మూడునాల్గు నెళ్లపాటు జైళ్లో ఉన్నారు,R
దెంగేయ్ ఎం పీకినవ్ రా ఎం పీకినవ్ రా గుద్దల పీకినవ్ లాస్ర్ కి,C
నీ బతుకు ఇంతేనరా నీ బతుకు ఇంతేనా ఆడవాళ్ళ ఫొటోస్కికి వేసుకుండేదీ మాట్లాడేది ఇదేనా నీ బతుకు,C
మాస్టర్పీఎస్ లే నా లైఫ్ లో కిల్లర్స్ అఫ్ ది ఫ్లవర్ మూన్ ముందు ఒకలాగా తర్వాత ఒకలాగా అంత ఇంపాక్ట్ చేసింది నన్ను అండ్ ఇంత జల్దీ మళ్ళి ఆ లెవెల్ ఇంపాక్ట్ చేసే మూవీ వస్తది అని అస్సలు ఎక్పెక్త్ చేయాలె ఆకోర్సు మూవీ బాగుంటది అనుకున్న కానీ ఈ లెవెల్ లో హిట్ అయ్యి ఏడిపిస్తది అనుకోలే ఇప్పటికి చాల కంట్రోల్ చేసుకుంటున్న ఎమోషనల్ అయ్యి అవుట్ర్స్పేస్ కి వెళ్లిపోవద్దుఅని,N
మహాదేవరాయుడు కులం తక్కువాడ్ని గుళ్ళోకి తీస్కోచి స్వామివారికి పట్టువస్త్రాలు ఇప్పిచటం అనాచారం,R
నారా లోకేష్ అనేవాడు రాజకీయంగా ఏ బి సి డి లు కూడా తెలవన్నటువంటి పప్పు సుద్ద గాడు,C
మాత కల్లోలాలు సూర్తించే చెరిత్ర బీజేపీ డీ అన్నారు తెరాస మ్మెల్సీ కన్నె ప్రభాకర్,P
రాజకీయంలోకి వచ్చిన తరువాత కష్టం వారిదైనా సరే ఫలితం మాత్రం మనకి వచ్చేలా చూసుకోవాలి,P
ఈ మద్య చూసాను జగన్ మోహన్ రెడ్డి గారి ఫోటో అందుకు బాగ్స్ మీద అని అడిగారు ఒక ప్రభుత్వం చేసే కారిక్రమం మీద ముఖ్య మంత్రి జగన్ మోహన్ రెడ్డి గారి ఫోటో కాకుండా దిష్టి బొమ్మ అయినాటి వంటి చంద్ర బాబు ఫోటో పెడతారా అని అడుగుతున్న,P
ఏదో లిప్స్టిక్ లు వేసుకుంటే నో ఆడతనం తో ఉంటేనే నో వాలందరికి,G
వెళ్లి నీ బాస్ మొడ్డగుదువు సాలా,C
కట్ డ్రాయర్ తో గుడివాడలో ఊరేగింపు చూపించే బాద్యత ఈ లోకేష్ తీసుకుంటాడు,P
నీ మొడ్డనే నా పూకుకాదు నీ మొడ్డ ఏ దెంగేయ్ లంజోడకా నీ జాతీ గుద్దలో మొడ్డ,C
ఈ గుడి నా కులపోళ్ళకోసమే కట్టుకున్న నాతో పాటు నా కులపోడ్ని తప్ప ఎవ్వర్నీ ఈ గుడిలోకి రానివ్వను కావాలంటే హైకోర్టులో కేసు వేస్కో ఓయ్ జడ్జిగారిని కూడా కులం అడిగాకానే సమాదానం చెప్తా,R
ఫస్ట్ హాఫ్ అయిస్ ఎపిక్ అసలు మద్ స్టఫ్ ఇట్ హస ఎవెర్య్తింగ్ ఆకన్ ఎమోషన్ లిటిల్ బిట్ అఫ్ ఫన్ ఠాట్ ఇంటర్వెల్ బ్లాక్ మాన్ మద్ స్టఫ్ అసలు మ్యావులు హై ఇవ్వలేఇంఫెక్ట్ ఫస్ట్ హాఫ్ అయ్యాక టీం తో మాట్లాడుతున్నప్పుడు ఎక్ససీటెడ్ నేను,N
ఓటు హక్కున్న ప్రతీ ఒక్కడికి ప్రశ్నించే హక్కుంది గెలిచినా ప్రతీ నాయకుడికి సమాదానం చెప్పాల్సిన అవసరం,N
భారతదేశాన్ని మేము రానున్నరోజుల్లో ఇది ఇస్లాం దేశంగా మేము ప్రకటిస్తాం,R
ఇక కార్యకర్తలు వైసీపీ కార్యకర్తలైనా టీడీపీ కర్తలైనా జనసేన కార్యకర్తలైనా మీరందరూ కూడా మీరు మీరు గొడవ పడకండి నాయకుల గురించి రేపోద్దిన మీకేదైన అయితే ఒక ఓటు పోయిందని నీచమైన రాజకీయంకంటే ఒక ప్రాణం పోయిందని బాదపడే పవన్ కళ్యాణ్ గారిలాంటి రాజకీయాన్ని ఈసారి మీరే చూడాలి,N
బాబు లాంజిల్ రాజా రా రాబే నీయబ్బ,C
మాత కల్లోలాలు సూర్తించే చెరిత్ర బీజేపీ డీ అన్నారు తెరాస మ్మెల్సీ కన్నె ప్రభాకర్,P
వాళ్ళ నానా బొమ్మ పెట్టుకొని వాడు గెలవాలే విల్లా ఇద్దరి బొమ్మ పెట్టుకొని మందికి మందికి అసెంబ్లీ స్తానాలు పార్లమెంట్ స్తానాలు ఇంతే మంది గెలిచారు మంది ఓడిపోయారు ఇంతమంది ఓడిపోతే అయిడీ బొమ్మ పెద్ద దివ్యమంగళ విగ్రహం అని దివ్యమంగళ స్వరూపం అని,P
అ బే ఎక్కువ మాట్లాడావ్ అనుకో గుద్దలో గునపం దింపుతాను నీయమ్మ దానికి పైసలు ఎంత అయ్యాయో చెప్పు సుల్లిగా,C
ఈ చెత్తనాకొడుకుకి ఎంత దమ్మూ దైర్యం ఉంటే సనాతన దర్మాన్నట మొత్తం వీడు నిర్మూలిస్తాడట ఎవడబ్బ సొత్తుర చెత్తనాకొడక,R
నువ్వు ఇలాగె మాట్లాడుతున్నావ్ అనుకో నేను ఎక్కడ మొడ్డ పెడతానో నాకే తేలేదు చెత్త లంజా,C
ఆ రోజు నుండి గౌరీ తన టీషోప్ లోనే అందరికి గైడెన్స్ ఇవ్వడం స్టార్ట్ చేస్తాడు ప్రతిఒక్కలకి వచ్చిన డౌట్స్ క్లారిఫ్య్ చేస్తూ ఉంటాడు తను చేసిన తప్పులే మిగితా ఎవరు చేయకూడదని అక్కడికి వచ్చిన ప్రతి స్టూడెంట్కి గౌరీ అన్న ఒక బ్రిడ్జిల ఉండి యూపీఎస్సీకి గేట్స్ తెరుస్తాడు,N
అసలు నువ్వెంత నీ బతుకెంత నీ స్తాయి ఎం,C
సంకల్పం మంచిదే ఇవాళ జాతీయ స్తాయిలో ఉన్న ప్రభుత్వం కనీసం ఈ దేశంలో ఈ రిజర్వేషన్ల పేరుతో ఉన్నటువంటి ఈ కలహాలకి కొంతమేరకైనా మనం సామరస్యమైన పరిష్కారం సాదించాలి అన్ని వర్గాల్లో ఉన్న బీదలకు కొంత న్యాయం చేయాలని చెప్పని సంకల్పించడం మంచిది,N
నేటి తరం స్త్రీ లో రాజకీయవేత్తలు నుంచి శాస్త్రవేత్తలవరకు పైలోట్లనుంచి ఆస్ట్రోనుట్లవరకు లాయర్లుగా డాక్టర్లుగా పోలీస్ అదికారిణిలుగాకార్పొరేట్ సీఈఓలుగా ఎందరో స్త్రీలు కిర్తి శిఖరాలని అదిరోహించారు వాళ్ళఅందరిని చూస్తుంటే సంగంలో ఉన్న అంతరాలు పోయాయని భావన కలగక మానదు,N
ఆడది మొగవాడికి బానిస కాదు మగవాడే ఆడ దానికి బానిస శివుడు అర్దనశ్వరుడు కాదు అర్దనారీశ్వరి,G
చూడు భాగీ అందంగా ఉండటం అంటే మనకి నచ్చేలా ఉండటం ఎదుటివారికి నచ్చేలా ఉండటం కాదు,N
యిప్డు నేను వేరే కులానికి చెందినోడ్ని నేను నీ కులంపై దాడిచేస్తే ఏవిదంగుంటది నేన్ నీ దేవుని పైన దాడి చేస్తే ఎట్లుంటదీ నీ దర్మంపైన దాడి చేస్తే ఎట్లుంటది నీ తల్లితండ్రులపై దాడి చేస్తే ఎట్లుంటది అరె పొద్దున లేస్తే నేన్ సూర్యభగవానుడ్ని మొక్కుతా నా ఇంట్లో ఉన్న ఫోటోలను మొక్కుతా నువ్ నా దర్మంపైన సనాతన దర్మాన్ని మొత్తం అదేంది లేకుండా చేయడానికి నువ్వెవడ్రా చెత్తనాకొడక అంటున్న నిన్ను మా పోలేరమ్మ దగ్గరకు తీస్కోచ్చి బలి బలి బలి బలిస్తాం,R
వంద కోట్లు మొత్తం ఆరు కిలోమీటర్లు పోవాలి అంటే హెలికాఆఫ్టర్ కావాలి జనాల్లో వెళ్ళలేడు జనాల్లోచి వెళ్ళలేడు ఇటు వంటి సైకో నా కొడుకుల్ని రాకస నా కొడుకుల్ని సమాది రాజకీయ సమాది చెయ్యాలి అని చెప్తున్నా,P
ఎందుకంటే ట్రాన్స్ ఇయి ఉండి నువ్వు బిగింగ్ చేయకుండా ఇవ్వని ఎందుకు,G
పక్క మెడికల్ కాలేజీ పెడతాను అని చెప్పి మెడికల్ కాలేజీ శంకుస్తాపాన చేసారు సర్ కేంద్ర ప్రభుత్వం జీవో ఇవ్వలేదు సర్ కేంద్ర ప్రభుత్వం జీవో ఇవ్వలేదు సర్ ఆ దిక్కు మాలిన ముఖ్యమంత్రి గాడు ఆడికి బుద్ది ఉండాలి కదా సర్ జీవో లేకుండా శంకుస్తాపన ఎలా చేస్తాడు సర్,P
రేయ్ కొత్తగా మొలిసిన ఆతులు బలిసినాయి ఏంట్రా పూకా,C
శ్రీరామ్నవమి యాత్రలు చేస్తే రాళ్ళురుగుతున్నారు ఆ ఆ అసాందిక శక్తులు పెట్రేగిపోతున్నాయి అదే ముస్లింల పండగలకి ఎక్కడికైనా హిందువులు ఎక్కడికైనా ఆకంఠపరుస్తున్నారా ఎందుకు ఈ ద్వేషం హిందూ సంస్తలపైనా హిందువు వ్యక్తులపైన హిందుత్వం పైన ఎందుకీ కుట్రలు చేస్తున్నారు ఈ భారతదేశంలో జీవిస్తున్నారు ఈ భారతదేశంలో అందరితో సహజీవనం చేస్తున్నారు సహజీవనం చేస్తూ కూడా ఎందుకు విషాన్ని చిముతున్నారు ఇలాగ చేస్తే మీకేమొస్తుంది,R
హార్న్ తీసి గుద్దలో పెడతా నాకొడక ప ప ప అని గుద్ద లో తంతే గాత లో అగురుతవ్ ఇక్కడ మాట్లాడతానన్నా చేతనకోడక దెంగేయ్,C
ఒక ఏళ్ళ కింద మన సమాజంలో మహిళలకు నేటి తరం వీరవనితలకు ఉన్న అంతరాన్ని అవలోకిస్తే అర్చర్యం వేస్తుంది ఇలాంటి వీరవనితలని చూస్తే శబాష్ అని బుజం తదితం ఆహ్ వేంటనే మన ఇంట్లో అమ్మాయి నే గుర్తు తెచులోని ఆమెను అంత స్తాయికి ఎదిగేలా చేయాలా అని ఆశపడుతాం,N
మహిళా విద్య వత్తుల్రరు అయితే ఇల్లు గృహంగృహంతో పట్టు ఆహ్ గ్రామమం ఆహ్ దేశం అనికూడా ఒక మహిళా అత్యదిక పోస్టులో ఉందంటే ఆహ్ దేశం కూడా అభిరుద్దిలోకి వస్తది కాబట్టి మహిళకు మనం ఎంత ప్రోత్సహం ముఖ్యం గ రాగకీయంగా ప్రోత్సహం ఇవ్వాలి ఎందుకు అంటే రాయకీయంగా ముందుకు వచిన్నపుడే వాళ్ళ చేస్తులో పవర్స్ ఉన్నపుడే మనం నలుగురికి సహాయపడగలిగే ఇది ఉంటది,N
ఎం మాట్లాడుతున్నారు ఎం మాట్లాడుతున్నారు రంగుకి వ్యతిరేకంగా అడ్వొకేట్స్ ని పెట్టింది మీ కాంగ్రెస్ గవర్నమెంట్ ఒక హిందువుగా ఒక అమ్మకి అబ్బకి పుట్టిన బిడ్డలు అయితే కాంగ్రెస్ పార్టీకి రాజీనామా చేసి భారతీయ జనతా పార్టీ లో చేరండి భారతీయ జనతా పార్టీ లో చేరండి,P
లేదా బుర్కా వేసుకుంటాం ఎవరని వాలు వాలు ఏ డ్రెస్సులు వేసుకోవాలి అనుకున్న వేసుకోవచ్చు నో ప్రాబ్లెమ్ కానీ కొని కొని వేదింపులకు గురవుతారు అని,G
చూడమ్మా నువు ఎం ఏల్ ఏ కె ఎక్కువ నీ బ్యాక్ గ్రౌంగ్ నాకు తెలుసు నా ఎక్స్పీరియన్స్ తో జుట్టు పండిపోవడం కాదు రాలి పోతుంది ఇక్కడ బయల్జెరు,P
మున్నా ని మాట్లాడుతున్నాను ఆ నమస్తే ని తీసి గుద్దలో పెట్టుకొని అడ్రస్ చెప్పు రా,C
నీకు తెలీదు రా సుల్ల నీకు తెలీదు రా వేలిముద్ర లంజోడకువు ఎందుకు రా చదువుకుంటున్నావ్ నీ బాబు అంత పెట్టి సంపాదిస్తుంటే చదివిస్తుంటే నువ్వు ఇదా చేసేది,C
ప్రాతి ఒకరి జీవితంలో ఒకసారిఅయినా ఏంటీ నా పరిస్తితి ఇందులో నున్నచీ భయటపడే మార్గం లేదా అనిపిస్తోంది ఆ ఆలోచనలు వదలకుండా సీరియస్గా ఏదో ఒక ప్రయత్నం చేసినవాడే పైకీ వస్తాడు ఈరోజుల్లో చదుకునే చదువుకి చేసే ఉజోగానికి ఎలాగో సంభందం లేదు సో మీకు చదువు లేదని దిగుళ్లు వద్దు మిలో ఎదోఒక్క హాబీనో ట్యాలెంట్ ఉంటుందిగా దాని సానపట్టు అదే నిన్ను పైకి తెస్తుంది,N
ఇది అందరికీ పంపించండి ఈ మెసేజ్ ప్రతీ మనిషికెళ్ళాలి ఈ కులం పిచ్చి ఈ డబ్బు పిచ్చి ఈ వర్గం పిచ్చి సావగొడ్తుంది సమాజాన్ని నాకు అసహ్యమేస్తుంది,N
లేదా బుర్కా వేసుకుంటాం ఎవరని వాలు వాలు ఏ డ్రెస్సులు వేసుకోవాలి అనుకున్న వేసుకోవచ్చు నో ప్రాబ్లెమ్ కానీ కొని కొని వేదింపులకు గురవుతారు అని,G
తాతా రేయ్ ముసలనామోడ్డ రేయ్,C
కెసిఆర్ అని మూడు అకరాలా పదం ఏయ్ లేకపోతే ఇవాళ వున్నా టీపీసీసీ ఎక్కడిది ఈ బీజేపీ ఎక్కడిది ఈ చిల్లర నయాలకి ఈ పదవులు ఎక్కడివి,P
ఎలా బరితెగించిన దానిలాగా ప్రవర్తిస్తే తిరుగుబోతు అనుకుంటారు,G
చెపేది విన్న మీసాలు గడ్డలు తీసేసి గే ల మారిపోరా ఎవడూకడు వచ్చి దెంగి పోతారు,G
ఈ ప్రశ్నకి ఎవర్రు సమాదానం చెప్పలేరు నీకు ఆ ఊరంటే ఇష్టం నీకు ఆ కూరంటే ఇష్టం ఏ రంగంటే ఇష్టం అని అన్ని విషయాల్లోని ఏదంటే ఇష్టం అని అడుగుతాం కానీ ఒకమనిషి విషయంలోనే ఎందుకంటే ఇష్టం అని అడుగుతాం ఒక మనిషిని ద్వేషించడానికి కారణాలు ఉంటాయి కానీ ప్రేమించడానికి కాదు,N
కట్ డ్రాయర్ తో గుడివాడలో ఊరేగింపు చూపించే బాద్యత ఈ లోకేష్ తీసుకుంటాడు,P
దెంగించుకున్నవే నువ్వు నాతో దెంగించుకున్నావ అందరితో దెంగించుకున్నావు లంజ,C
ఏమే శ్వేతా చౌదరీ నీ మొహం గేదె గుద్దా పక్కనా పెడితే గేదె గుద్దా అందంగా కనపడతాతికాదే,C
ఈ సెక్యులర్ ఇండియా డెమోక్రాటిక్ ఇండియా అని మాట్లాడే ఈ భారతదేశం మీద సనాతన దర్మం గురించి మాట్లాడే ప్రతిఒక్కడికి కూడా వెన్నులో వణుకు పుట్టే విదంగా చట్టాలు రూపొందిస్తే మాత్రమే ఈరోజు సనాతన దర్మాన్ని వేలెత్తి చూపిచ్చడానికి ఇలాటి లుచ్చానాకొడుకులు ఎవ్వడికికూడా దమ్ము రాదూ దైర్యం చెయ్యరు,R
జనసేనలో కానీ తెనుగుదేశంలో కానీ ఎవడు వున్నా ఎవడు పోయిన ఎవడు తన్నులుతిన్నా ఎవడు కొట్టుకున్న ఎవడు తిట్టుకున్నా ఎవడు బతికి వున్నా ఎవడు చచ్చిపోయిన చంద్ర బాబుకి పవన్ కళ్యాణ్ కి ఎలాంటి సంబందం లేదు,P
గ్యాంగ్ రేప్ మాస్టర్ ఇక్కడ నాకు పుట్టినప్పుడు నుండి వచ్చింది కసి జాకో వ ఎరా జాకోనాకొడక,G
నిజం చెప్తున పదిహేను సవస్త్రాలుగా కోమా లో ఉండే పేషెంట్ తో ఈ పాట పడదు అనుకో వాడు సడన్ గా లేచి వాడి ముడ్డి మీద దెంగి మల్లి కోమా లోకి వెళ్ళిపోతాడు,C
సిగ్గు ఉండాలి ఇంకా సిగ్గు లేకుండా కాంగ్రెస్ కండువా కప్పుకుని ఈరోజు రామ మందిరానికి వ్యతిరేకంగా మాట్లాడుతున్నారు అంటే బిడ్డ తురకలు తెస్తా ఒక్కొక్కడివి తురకలు తెస్తా ఒక్కొక్కడివి,P
