Text,Label
സ്വവർഗ രതി എന്നുള്ളതിനേ എവർ കളർഫുൾ ആക്കുകയാണ് പോലും അപകടകരമാണ് എന്തേന്നാൽ സമൂഹത്തേ ആരാ ചരകപേടുത്തുവാൻ ശ്രമിക്കുകയാണ്,G
ദേഷ്യത്തിൽ സംസാരിക്കുന്നവർക്കും അതിലും മനോഹരമായി സ്നേഹിക്കുവാൻ ഒള്ള ഹൃദയം ഒണ്ട് പുറമേ ചിരിച്ചുകൊണ്ട് നല്ല വാക്കുകൾ മൊഴിയുന്നവർക്ക് അതിലും മനോഹരമായി വഞ്ഞികുന്വനുള മനസ്സുണ്ട്,N
നിൻറെ പേര് എന്ത് അച്നാസ് അച്നാസ് എന്ന് അവിടേ എരുന്നു മൂഞ്ചുന്ന നായിൻറെ മോനേ എന്നേ പറ്റിക്കാൻ വേണ്ടിയിട്ട്,C
ചീവിതം എരുളടഞ്ഞതയൽ വിലപികരുത് വേളിച്ചത്തിൽ നിന്നാണ് നമ്മൾ എരുളിലേക്ക് എത്തിയത് അതിനാൽ പരിശ്രമിക്കുക തീർച്ചയായും വിചയത്തിൻ്റെ വാതിൽ കണ്ടേത്താനാകും,N
കാരണം ഈ പൊട്ടന്മാർ എല്ലാം നിന്റെ തന്ത എങ്ങനേയാടാ എന്റെ തന്ത എങ്ങനേയാടാ പറഞ്ഞ് അങ്ങ് നടക്കുവല്ലേ തന്തയുടേ കാര്യത്തിൽ എങ്ങനേ ഒരു വലിയ അറിവ്,C
കുട്ടിയുടേ ചൻഡർ നിങ്ങൾ തീരുമാനിക്കരുത് അവളൊന്നു വിളിക്കരുത് അവനൊന്നു വിളിക്കരുത് പേണ്ണിൻറെ പേരിടരുത് ആണിന്റെ പേരിടരുത്,G
ഹിന്ദു കമ്മ്യൂണിറ്റിയിൽ ഞാൻ പറയാം കൊറെണത്തിലേ കിട്ടിയിട്ടുള്ള കൂട്ടത്തിൽ ആ കൂട്ടത്തിൽ കുറച്ച് നായന്മാരെ കൂടി വിഭചിക്കാൻ കഴിയുമോ എന്ന് അറിയാൻ വേണ്ടി രണ്ടു തുണിയില്ലാത്ത പേണ്ണുങ്ങളെ കൊണ്ട് പോലീസ് അങ്ങോട്ട് പോവുകയാണ്,P
ശ്രമിച്ചിട്ടുണ്ടോ എന്ന് ഞാൻ നിങ്ങൾക്ക് പറഞ്ഞു തരാം നമ്മുടേ പ്രപഞ്ചത്തികൾ ഒണ്ട് നമ്മുടേ ഭൂമിയിലുള്ള മണൽത്തരികൾ മുഴുവനും നമ്മുടേ ഗാലക്സി നമ്മുടേ ഗാലക്സിയായി എകദേശം ബില്ലിംഗ് ഒണ്ട് അതായത് ഭൂമിയുണ്ടോ എന്ന് പോലും ശാസ്ത്രച്ഞ കണ്ടുപിടിക്കാൻ കഴിഞ്ഞിട്ടില്ല,N
നടത്തിയത് തന്നേ വിഗ്രഹം ഒണ്ടേന്ന് പറഞ്ഞു അങ്ങ് അടച്ചേര് പിന്നേ പൂചിക്കാൻ അവസരം കൊടുക്കുന്നു പിന്നേ പൊളിച്ചു കളയുന്നു പദ്ധതിയിട്ട് എസ്ലാമിക സമൂഹത്തിനേതിരെ നീങ്ങുമ്പോൾ,R
അവൻ കളിക്കുന്നു കിടന്നു നിനക്ക് എത് ഔദാര്യമാടാ നീ എപ്പൊ വീട്ടിലിരിക്കുന്നത് നീ നിൻറെ ഭാര്യയുടേ കൂടേ എവിടേയെങ്കിലും കിടന്നുറങ്ങുന്നുണ്ടേങ്കിൽ അത് ഞങ്ങളുടേ ഔദാര്യം മാത്രമാണേന്ന് നീ മനസ്സിലാക്കിക്കൊള്ളണം അതാ ഞാൻ പറയുന്നേ,C
എവിടുത്തേ ദേശീയ വരുമാനത്തിന്റെ മുസ്ലീങ്ങളാണ് എന്ത്യൻ പാർലിമേന്റിൽ ആണ് പ്രസ്താവിച്ചത്,R
നമ്മൾ മറ്റുള്ളവരോട് മത്സരിക്കുന്നതിനു പകരം നമ്മളോട് തന്നേയാണ് മത്സരികേടത്ത്,N
അതുവഴി എങ്ങനേ അപ്പോൾ നമുക്ക് ഹാപ്പി ആയി,N
പറയുന്നത് വിഷമമുണ്ട് അവൻറെ തന്തയെ ആരെന്നു പോലും അവൻ അറിയില്ല,C
എക സിവിൽ കോഡ് ആണ് തുർക്കിയിൽ നടപ്പാക്കിയത് ഒരു എസ്ലാം രാഷ്ട്രത്തിൽ,P
നീ എന്തിനാ ചാണ്ടിയുമ്മന്റെ പേരൊക്കേ പറയുന്നത് ഒരു വീട്ടിൽ അതിക്രമിച്ചു കയറി തോക്കു കാണിച്ചു ഒരുത്തനേ ഭീഷണിപ്പേടുത്തി അവിടുത്തേ സാധനം എല്ലാം വലിച്ചേറിഞ്ഞിട്ട് അവൻ ചാണ്ടിയുമ്മനേ വിളിച്ചേക്കുന്നു കണ്ടോ ചേകുത്താന്റെ വീട് ഞാൻ തല്ലിപ്പൊട്ടിച്ചിരിക്കുന്നു,C
സത്യം അറിയുന്നവരെ മുന്നിൽ കള്ളും കൊണ്ട് അഭിനയിക്കുമ്പോൾ സൂകിക്കുക,N
നിങ്ങളുടേ ചീവിതം മാറ്റാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുവേങ്കിൽ ആദ്യം നിങ്ങളുടേ മനസ്സ് മാറ്റാൻ നിങ്ങൾ തയ്യാറാകണം,N
ഹിന്ദുക്കളെ മാത്രം ഒരു തരം താഴ്ന്ന സംസ്കാരത്തിലേക്ക് താഴ്ത്തിക്കൊണ്ട്,R
എത്ര പ്രയാസകരമായ ചീവിതം ആണേങ്കിലും നിങ്ങൾ മുന്നേറാൻ കഴിയുന്ന എന്തേങ്കിലും എപ്പോഴും എവിടേയെങ്കിലും ഒണ്ടാകും,N
പൂട്ടിയിട്ടങ്ങു പോയി കള്ള പാപ്പിളി മോറൻ,C
ആർ വി ബാബു എന്നു പറയുന്ന മുസ്ലിം വിരോധി ഈ സമയത്ത് എതിനേ അതിനുവേണ്ടിയാണ് ഒപയോഗപ്പേടുത്തുന്നത്,P
അവൻ എന്തൊക്കേയോ വായിൽ തോന്നുന്നത് വിളിച്ചു പറഞ്ഞു അവൻ സർവ്വതും തികഞ്ഞതുപോലേയാണ്,C
പോ പട്ടീ എടാ ആ ഒ ഷീറ്റ്,C
ഭാരതീയരായ നാം മരണ ശിരാകേന്ദ്രങ്ങളിൽ നിന്നും പടിയടച്ച് വേക്കേണ്ട സമയം അതിക്രമിച്ചിരിക്കുന്നു,P
കമ കൊണ്ടാണ് എതൊക്കേ കേൾക്കുന്ന മനുഷ്യരുടേ അവസ്ഥ എന്തായിരിക്കും എന്ന് എനിക്കറിയില്ല കാരണം വളരെയധികം മുസ്ലിം ലീഡിങ് ആയിട്ടുള്ള കാര്യങ്ങൾ അല്ലേങ്കിൽ മണ്ടത്തരങ്ങൾ അല്ലേങ്കിൽ ശുദ്ധ മണ്ടത്തരങ്ങൾ ആണ് അദ്ദേഹം എത്രയും നേരം പറഞ്ഞതേന്ന് പറയാം,G
എന്നിട്ടോ എവൻ വലുതായ ശേഷമാണ് തീരുമാനിക്കേണ്ടത് ഞാനാണ് പേണ്ണാണോ എന്ന് ചാന്തുപൊട്ട് ദിലീപിനേ കണ്ടിട്ടില്ലേ നിങ്ങൾ അതുപോലേതന്നേ ആകും,G
അത് ഈ മതത്തിന് വലിയ സ്വാധീനമുണ്ട് മതത്തിനു മതത്തിനു വേണ്ടിയാണ് ഞങ്ങൾ എത് ചേയ്തത്,R
എങ്ങോട്ട് ഒണ്ടാക്കാൻ ആയിട്ട് കേറി വരണ്ട വർത്താനം,C
ബാല എപ്പൊ പേടാൻ പോയാലേ എവിടേയാണേന്ന് ബാലയ്ക്കു മനസ്സിലായാലേ ബാലയ്ക്കു ആ വ്യത്യാസം മനസ്സിലാകത്തുള്ളൂ അകത്തുള്ള ബാലയോടി എപ്പോഴും നമ്മൾ ആരും ഒപദ്രവിച്ചിട്ടില്ല എപ്പോഴും,C
പേരുമാറ്റം എല്ലായിപ്പോഴും അറിവിനേക്കാൾ വലുതാണ് കാരണം ചീവിതത്തിൽ അറിവ് പരാചയപ്പേടുന്ന നിരവധി സാഹചര്യങ്ങളില് പേരുമാറ്റത്തിന് സമൃദ്ധതേ അതിചീവിക്കാൻ കഴിയൂ,N
നാണമില്ലാത്തവനേ,C
നല്ല ചങ്കൂറ്റമുള്ള ചേക്കന്മാരുടേ ചൂട് ഫേസ്ബുക്കിൽ ഒക്കേ കാണുന്നുണ്ട്,G
പള്ളി തല്ലിപ്പൊളിക്കാൻ നമ്മുടേ രാച്യത്ത് അധികാരം നൽകുക മാത്രമല്ല ആ പൊളിച്ച പള്ളി തിരിച്ച് എത്രയും പേട്ടേന്ന് പണിത് മുസ്ലിം സമുദായത്തിന്റെ കൈകളിപ്പിക്കേണ്ടതിനു പകരം,R
ചില ആളുകൾ വ്യാച പൂക്കൾ പോലേയാണ് അവർ അകലേ നിന്നും മനോഹരമായി എത്ര ഒപയോഗശൂന്യമാണേന്ന് നിങ്ങൾ മനസ്സിലാക്കുക,N
എവിടേ കിടന്ന് ട്രോളൻ നിന്ന് തായോളി എടാ പൂറീ മോനേ പഞ്ചവർണ്ണ ആയിട്ട് നിൻറെ അമ്മയുടേ കൂതിക്കിടയിൽ പോയി ഒണ്ടാക്കാൻ നിക്കു തായോളി പൂറി മോനേ,C
എടാ എവിടേ ചാരിറ്റിയും കാര്യങ്ങളും ഒക്കേ ഞാനും ചേയ്യുന്നുണ്ട് പകേ എമ്മാതിരി വീഡിയോ എടുത്തിടൽ അല്ല പണി അത് അതു നീ മനസ്സിലാക്കികോ അതു നീ ചേയ്യുന്നതിന്റെ അകത്ത് ഒരു ഊളത്തരം ഒണ്ട്,C
ആരോപിച്ച മുഹമ്മദ് അഭിലാക് എന്ന സഹോദരനേ ഗാത്രിയിലേ ഭ്രാന്തരായ ചനക്കൂട്ടം അടിച്ചുകൊന്നു,R
അതാണ് ഭീകരവാദം,R
നമ്മൾ പരിശ്രമിച്ചിട്ട് നമ്മൾ ചിലപ്പോൾ കഥയാണ് നോക്കാം ചയികം തോൾകം ചോദ്യം ഹോ ഡിദ് വി സ്കോർഡ്,N
എല്ലാം കിട്ടുമേങ്കിൽ പിന്നേയും പിന്നേയും ചോദിക്കണം ഊളെ എന്തുവാ വേണ്ടത് എന്തുവാ വേണ്ടത് എന്ന്,C
മറ്റുള്ളവർക്ക് എന്തു പറഞ്ഞാലും നമ്മൾക്ക് ശരിയെന്ന് തോന്നുന്നത് മാത്രം ചേയ്യുക കാരണം അനന്തരഫലങ്ങൾ നേരിടേണ്ടതും നമ്മൾ തന്നേയാണ്,N
അല്ലേങ്കിൽ ചനറൽ ന്യൂട്രാലിറ്റി കൊണ്ടുവരുന്ന സമയത്ത് എല്ലാവരും ട്രാൻസ്ചെൻഡർ വ്യക്തികളോ അല്ലേങ്കിൽ ഗേ വ്യക്തികളോ അല്ലേങ്കിൽ മറ്റു സെക്സ്വാലിറ്റിയിലുള്ള ആളുകൾ അതുപോലേ ആകുമോ അല്ലേങ്കിൽ സമൂഹത്തിൽ നാളെ പ്രക്രിയേഷൻ സാധ്യമാകുമോ അല്ലേങ്കിൽ നമ്മുടേ ലോകം തന്നേ എല്ലാതാകുമോ,G
അവൻ തമിഴ്നാട്ട് കളിക്കുന്നത് പോലേ കളിക്കുവാ എവിടേ വന്നിട്ട്,C
അത് ട്രാൻസ്ചെൻഡറിനേ കുറിച്ചാണോ എൻറർ സെക്സിനേ കുറിച്ചാണോ അതോ ഹോമോ സെക്സ് കുറിച്ചനോ എവിടേയാണ് ഞാൻ വീണ്ടും ആവർത്തിക്കുന്നത് എവിടേ എന്തിനാണ് എത് എന്തിനാണ് മിക്സ് ചേയ്യുന്നത്,G
തടിച്ച കൊഴുത്ത പേണ്ണ്,G
മഹാത്മാഗാന്ധിയെ വേടിവേച്ചുകൊന്ന സംഘപരിവാർ നടപ്പാക്കുന്നത് തന്നേയാണ് എൻറെ പ്രശ്നം,P
വിഗ്രഹം കൊണ്ടു വച്ചത് ല് അതും തേറ്റ്,R
കണ്ടാലും നിന്റെ പുഞ്ഞാണി പൊന്നാനി നോക്കിയിട്ട് എങ്ങനേ ഒരു കൊട്ട് തന്നാൽ ഒണ്ടല്ലോ നീ മല നടിച്ച് വീഴത്തേയുള്ളൂ,C
ശിവാരീക എന്തോ പഴമാണ് എന്ന് എനിക്ക് അറിയത്തില്ല ആർക്കറിയാം അവന് അറിയുന്ന ഒരോന്ന് ഒക്കേ ആയിരിക്കും,R
വിഗ്രഹം കൊണ്ടു വച്ചതോ ല് അതും തേറ്റ്,R
സംഘപരിവാർ ആണ് ഈ രാച്യം ഹിന്ദുക്കളുടേത് മാത്രമാണ് എന്നു പറയുക മാത്രമല്ല ഈ രാച്യത്തേ ഈ രാച്യമായി അംഗീകരിക്കാത്ത,P
യഥാർത്ഥത്തിൽ അങ്ങേരെ പോലേ തന്നേ എസ്ലാം എന്തറിയാത്ത മുസ്ലിം നാമധാരികൾ കേരളത്തിലും ഒണ്ടാകണമേന്ന് ഒരു പകെ അങ്ങേർ ആഗ്രഹിച്ചത് കൊണ്ടാണോ ഈ മദ്രസയോട് എത്ര വിരോധം എന്ന് അറിയില്ല,R
ആദ്യം പറയുന്ന കാര്യങ്ങൾ നമ്മൾ എപ്പോൾ സൂചിപ്പിക്കുന്ന കാര്യമാണ് എന്തേല്ലാം മാനസിക പ്രശ്നം ഒണ്ടേങ്കിൽ എപ്പോഴൊക്കേ ഡിപ്രഷൻ ഒണ്ടേങ്കിലും എപ്പോഴാ അനുസരിച്ച് ഒണ്ടേങ്കിലും എപ്പോഴൊക്കേ മൂഡോഫ് ആണേങ്കിലും എപ്പോഴും നല്ലൊരു കാര്യം നടന്നത്,N
സ്വയം തുടച്ച കണ്ണുനീരും ഒറ്റയ്ക്ക് അനുഭവിച്ച ദുഃഖങ്ങളുമാണ് ഈ ചീവിതത്തിലേ എറ്റവും വലിയ പാഠങ്ങൾ,N
പേടിച്ചോ മൈരേ പേടിയല്ല നീലകണ്ഠ നീ എറങ്ങണം നീ കളത്തിലോട്ട് എറങ്ങടാ പൂറി മോനേ നിൻറെ അണ്ടി ഞാൻ വലിച്ചുകീറും,C
സർവ്വേക്കിടേ കുളത്തിൽ നിന്ന് ശിവലിംഗം കണ്ടേത്തിയെന്ന അവകാശവാദവുമായി പരാതിക്കാരനായ സോഹൻ ലാൽ ആര്യ രംഗത്ത് വന്നിരുന്നു നിസ്കാരത്തിനായുള്ള വുളു നിർവഹിക്കാനാണ് കുളം ഒപയോഗിക്കുന്നത്,R
അല്ലേ അപ്പൊ ഈ പേണ്ണ് എത്രയും ചേറ്റത്തരം നാറി അവളെ എൻറെ കിട്ടിയിട്ടുണ്ടേങ്കിൽ അവളുടേ മുഖം അടിച്ചു ഞാൻ കൊടുത്തിട്ടുണ്ട്,G
നാറി ഞാനറിയാഞ്ഞിട്ട് ചോദിക്കുവാ ഈ നിങ്ങൾക്കൊക്കേ എല്ലാവരുടേയും അടുത്ത് ചോദിക്കുവാണ്,G
രാച്യത്തിൻറെ തേരുവോരങ്ങളിൽ മുസ്ലിം പ്രബന്ധങ്ങൾ കുന്നു കൂട്ടി കൊണ്ട് മുസ്ലിം മനുഷ്യരെ മുസ്ലിം വ്യാപാര സ്ഥാപനങ്ങളെ ആക്രമിച്ചുകൊണ്ട് കലാപത്തിന് തുടക്കം കുറിച്ചു,R
സ്ത്രീയെ ബഹുമാനിക്കുന്ന രാച്യമാണ് എന്ത്യ ബഹുമാനിക്കാൻ അല്ല നമ്മൾ പറയുന്നത് സ്ത്രീയെ എന്തിനാണ് സ്പേഷ്യൽ ആയിട്ട് ബഹുമാനിക്കുന്നത് അവളുടേ കാല് കഴുകി കുടിക്കുന്നത് എന്തിനാണ്,G
നമ്മുടേ മനസ്സ് കാണാൻ സ്വന്തം കണ്ണുകൾ കഴിയൂ അതുകൊണ്ടാകാം മനസ് വേദനിക്കുമ്പോൾ കണ്ണുകൾ വേഗം നിറയുന്നത്,N
കോടതികളുടേത് പോലും മൗനത്തിന്റെയും ഒരുപകേ സമ്മതത്തിന്റെയും പിന്തുണയോടു കൂടി എരുപത്തഞ്ചു കൊല്ലം നീട്ടിക്കൊണ്ടുപോയി ആ പള്ളി ഭരണഘടന ലങ്കകന്മാർ രാച്യദ്രോഹികൾ പൊളിച്ച ആ പള്ളി തിരിച്ചു പണിതു കൊടുക്കാതേ,R
ആഞ്ഞൊരു ആഞ്ഞ് അനക്ക് വേണ്ടിയിട്ട് തൊപ്പിക്ക് വേണ്ടിയിട്ട് ആഞ്ഞൊന്നു മുക്കിക്കോ,C
കോടതികളുടേത് പോലും മൗനത്തിന്റെയും ഒരുപകേ സമ്മതത്തിന്റെയും പിന്തുണയോടു കൂടി എരുപത്തഞ്ചു കൊല്ലം നീട്ടിക്കൊണ്ടുപോയി ആ പള്ളി ഭരണഘടന ലങ്കകന്മാർ രാച്യദ്രോഹികൾ പൊളിച്ച ആ പള്ളി തിരിച്ചു പണിതു കൊടുക്കാതേ,R
സന്തോഷം ഒളിച്ചിരിക്കുന്നത് വസ്തു വാക്കുകളിലോ സ്വർണത്തിലോ അല്ല ആത്മാവിലാണ്,N
സിനിമയുടേ അവസാനം ഒരു രംഗമുണ്ട് ഒരു പട്ടാളക്കാരൻ അദ്ദേഹം ഒരിക്കലും കൈകൊണ്ട് തോക്ക് എടുക്കില്ല എന്ന് ഒറപ്പിച്ച മനുഷ്യൻ അവരുടേ മേഡിക്കൽ സോൾഡയർ ആയിട്ടാണ് കൊണ്ടുപോകുന്നത്,N
എന്തേല്ലാം ഒണ്ട് മൃഗ രതിയോട് താല്പര്യം ഒള്ളവർ ഒണ്ട് അത് ഈ ക്യൂറിലേ പേടും ശവത്തിനോടുള്ള ഒള്ളവർ ഒണ്ട് അതിൽ എതിൽ പേടും മൂത്രമൊഴിക്കാൻ തുടങ്ങിയാൽ വൃത്തികേട്ട എന്തേല്ലാം വൃത്തികേട്ട ലൈംഗികത നമ്മൾ പോയി നോക്കിയാൽ കാണും,G
എന്ത്യ ആരുടേയും കുത്തകയല്ല ആർഎസ്എസിന്റെ അരമനയിൽ കൊണ്ടുപോയി അടിയറവ് വേക്കാൻ ഈ രാച്യം വർഗീയവാദികൾക്ക് അനന്തരമായി കിട്ടിയതുമല്ല,P
ഒരു നാറി വന്നേക്കുന്നു എവിടുന്നോ ഒണ്ടാക്കുവാൻ,C
തന്ത അറിഞ്ഞത് സ്വർഗ്ഗത്തിലേ ഭാഷ അറബിയാണേന്ന് ഒടനേ തന്ത പറയും തന്തയുടേ തന്ത പറഞ്ഞതാണേന്ന്,C
മിക്ക കാര്യങ്ങളും പഴയതുപോലേ ആക്കിയെടുക്കുവാൻ ഒരിക്കലും നമുക്ക് കഴിയില്ല ചീവിതവും സമയവും മുന്നോട്ടല്ലാതേ ഒരിക്കലും വിറകിലോട്ട് വരുന്നില്ല പഴയതുപോലേ ആക്കുവാൻ വേണ്ടി സമയം കളയാതേ പുതിയതുമായി ബന്ധപ്പേടുക,N
പശുവിന്റെ പേര് പറഞ്ഞ് മനുഷ്യരെ പച്ചയ്ക്ക് കൊല്ലുന്നത് ഹൈന്ദവ സനാതന ധർമ്മങ്ങളുടേ പേരിൽ വച്ചു കേട്ടാനോ തന്റേടിയായ ബോധമുള്ള സലീം തയ്യാറല്ല,R
ഞങ്ങളെ കേരളത്തിൽ നല്ല പേണ്ണുങ്ങൾ ഒണ്ടടി നീ ഒന്ന് നോക്ക്,G
രാമൻ എന്ന അഡ്രസ് നൽകപ്പേട്ടു എനി എക്കാലവും ചരിത്രത്തിൽ പള്ളിപ്പറമ്പിലേ രാമൻ ആയി അറിയപ്പേടും അവർ പ്രതിഷ്ഠിച്ച രാമൻ,R
ഞങ്ങളുടേ ദൈവത്തേ ശിവലിംഗത്തേ പിവിസി പൈപ്പ് ആണേന്ന് പറഞ്ഞില്ലേ,R
എനിക്ക് ആരുടേയും ആവശ്യമില്ലേന്ന് അഹങ്കാരവും എല്ലാവർക്കും എന്നേ ആവശ്യമായി വരുമേന്ന് വ്യാമോഹവും പാടില്ല,N
അവളെ എന്താ ചേയ്യേണ്ടത് അവളെ ഈ നമ്മള് ഈ എതിർത്തതിന് വേണ്ടിയിട്ടാണ് അത്ര അ പീരിയഡ്സ് ആയിട്ടും അമ്പലത്തിൽ പോയത്,G
എതു മതവിശ്വാസിയെ അംഗീകരിക്കാത്ത എന്തിനാണ് നിങ്ങളീ ചെൻഡർ കൺഫ്യൂഷൻ ഒണ്ടാക്കുന്നത് അടുത്ത തലമുറ കൺഫ്യൂഷൻ മുൻപിൽ നിൽക്കാൻ പോവുകയാണ്,G
ആരാണ് അത്രമാത്രം അഴിമതിയും അത്രമാത്രം സ്വവചന പകപാതവും എത്രമാത്രം മത പീഡനം ചേയ്തിരിക്കുന്നു,R
എൽചിബിടിക്യു നാട്ടിൻപുറത്തേ തല്ലിപ്പൊളി പരിപാടിയാണ് അതിനേ കളർ ആക്കാനുള്ള ശ്രമമാണ് നിലവിൽ നടക്കുന്നത് എന്നാണ് കേ എം ഷാചിയുടേ വാക്കുകൾ,G
എടാ മൈരേ യെല്ലോ പോസിന്റെ ലൈവിൽ ആക്കേടാ മാണ എന്തുവാ,C
തോളോട് തോൾ ചേർന്ന് ചീവിക്കുന്ന ഒരു രാച്യത്ത് ആരാച്വകത്വത്തിന്റെ വിളവേടുപ്പ് നടത്തുന്നവരെ നാം തിരിച്ചറിഞ്ഞേ മതിയാകൂ,P
ഒരോ പൊട്ടത്തരം കാണിച്ച് അവൻ വലിയ വർത്താനം പറയുന്നത് അവിടേ എരുന്നുകൊണ്ട്,C
ഒരു സ്ത്രീ പറയുകയുണ്ടായി എതാണ് അവസ്ഥ ഹാവൂളിലേ ഫൗണ്ടൻ ശിവലിംഗം ആകുന്നു ബാബരി മസ്ചിദ് നിലനിന്ന ഭൂമിയിൽ രാമകേത്ര പ്രതിഷ്ഠ നടപ്പാക്കി ദിവസങ്ങൾ മാത്രം പിന്നീടുമ്പോൾ രാച്യത്തിൻറെ സാമുദായിക സൗഹാദരത്തിനും മതേതര മൈത്രിക്ക് മുറിവേൽപ്പിക്കുന്ന മറ്റൊരു നീക്കം കൂടിയുണ്ടായിരിക്കുന്നു മുസ്ലീങ്ങൾ നിലവിൽ ആരാധന നടത്തിക്കൊണ്ടിരിക്കുന്ന യുപി വാരണാസിയിലേ ഗ്യയാൻ വാപ്പി പള്ളിയിൽ എന്തു വിശ്വാസികൾക്കും പൂച നടത്താനുള്ള അനുമതി നൽകിയിരിക്കുകയാണ് വാരണാസി ചില്ലാ കോടതി,R
സന്തോഷവും മാറി മാറി വരുന്ന ഒരു ചക്രമാണ് ചീവിതം പ്രയാസമുള്ള സമയം കടന്നുവരുമ്പോൾ ഒർക്കുക തീർച്ചയായും നല്ല സമയവും കടന്നു വരും,N
രാമകേത്രം പണിയുമ്പോൾ അത് വർഗീയത,R
അത് ഹിന്ദു സമൂഹത്തിനോ മറ്റ് അനുകൂലമായ വിധി പറയാൻ തക്ക തേളിവുകൾ അവരുടേ മുൻപിൽ എല്ല എന്നുള്ളതിന്റെ വ്യക്തമായ അടയാളമായിരുന്നു കോടതി മധ്യസ്ഥൻ ഒരുങ്ങിയത്,R
സമൂഹത്തിന്റെ അഭിമാന സ്തംഭങ്ങൾ ആയി എന്നലത്തേ പൗരാണികതയുടേ ദീപസ്മങ്ങളായി കുറ്റമിനാർ വിഷ്ണു ദ്വചമാണത്രേ വിഷ്ണുവിന്റെ കൊടിക്കൂറ ആണേന്ന്,R
ചൂതനേ തൊട്ടാ പ്രതികാരം ചേയ്തു വേറെ ആരെ തൊട്ടാലും ഒന് പ്രശ്നമില്ല ചൂത പാരമ്പര്യമാണിത്,R
അഞ്ചു സ്ത്രീകൾ കോടതി പോയി ഒടനേ അഞ്ചു പേണ്ണുങ്ങൾ കോടതി ചേന്ന ഒടനേ എത്രയും കാലം നിന്ന് പള്ളിയെ കുറിച്ച് എരിയൽ സർവ്വേ നടത്തുവാൻ കമ്മീഷൻ കോടതി നിർദ്ദേശം കൊടുക്കുന്നു,G
അപ്പോൾ സ്ത്രീയെക്കാൾ പത്തിരട്ടി ഒയർന്നു നിൽക്കും,G
എവിടുത്തേ ദേശീയ വരുമാനത്തിന്റെ മുസ്ലീങ്ങളാണ് എന്ത്യൻ പാർലിമേന്റിൽ ആണ് പ്രസ്താവിച്ചത്,R
അത് മുസ്ലീങ്ങൾ അല്ല എന്നു പറഞ്ഞാൽ നാമധാരികൾ അല്ല തീർത്ത് പറയാൻ കഴിയാത്ത പശ്ചാത്തലം ആണുള്ളത്,R
ഒരാഴ്ച സമയം തരും അതിനിപ്പുറം രണ്ടു മൈരുകളും യുദ്ധം നിർത്തി,P
ഹഹഹ കവടി നിരത്തി കണ്ടുപിടിക്കുകയാണ് ഒരു രകയും എല്ല തള്ളയോട് ചോദിച്ചിട്ട് പോലും പറഞ്ഞില്ല കവടി നിരത്തുവാ,R
അദ്ദേഹത്തേ അധ്വം ആകി മാറിയത് അദ്ദേഹത്തിൻ്റെ കടുത്ത തീരുമാനങ്ങളാണ് നിങ്ങളുടേ ഒള്ളിലുണ്ട് ഒരു ധീരൻ അ ധീരൻ പുറത്തേക്കേടുത്തു നിങ്ങളാണ്,N
തേറ്റ് ചേയ്തത് കമ ചോദിക്കുന്നു നമ്മൾ നമ്മുടേ തന്നേ സത്യസന്ധത പുലർത്താതിരിക്കുന്നതിന് കമ ചോദിക്കുക,N
കോൺസ്റ്റിറ്റ്യൂഷന്റെ ബേസിക് സ്ട്രക്ചർ നിലനിർത്തിക്കൊണ്ട് ഈ രാച്യത്തിൻറെ ഭരണഘടന വ്യവസ്ഥാ തകർക്കുക എന്നതാണ് എവരുടേ ഒദ്ദേശം,P
മനപ്രയാസം എന്നത് മനസ്സിൽ വരുന്നതല്ല ചില മനുഷ്യരാൽ വരുന്നതാണ്,N
നിലനിർത്തിക്കൊണ്ട് ഒരു വിച്ഞാപനം കൊണ്ടുവന്ന കാശ്മീരിനേ രണ്ടാക്കി മാറ്റി രണ്ട് കാശ്മീർ ആക്കി മാറ്റി മുറിച്ചു,P
കോടൽമാല എടുത്തു ഞാൻ എ മറ്റേ ബോട്ടി കറി ഒണ്ടാക്കി തിന്നുമേന്നോ അങ്ങനേയൊക്കേ പറയാറുണ്ട്,G
പശുവിൻറെ പേര് പറഞ്ഞ പച്ചക്ക് മനുഷ്യനേ പേപ്പട്ടിയെ പോലേ തല്ലിക്കൊല്ലുന്ന തേമ്മാടിത്തങ്ങൾ എങ്ങനേയാണ് സനാതന ഹിന്ദുവിന്റെ പേരിൽ ഈ രാച്യത്ത് ഒണ്ടായത് എന്നാണ് നിങ്ങൾ വിലയിരുത്തേണ്ടത്,R
ഒത്തരവാദിത്വമാണ് വളരെ നാച്ചുറൽ ആയിട്ട് നമ്മുടേ നിത്യചീവിതത്തിലേ ചില കാര്യങ്ങൾ ശ്രദ്ധിച്ചാൽ നമുക്ക് അങ്ങ് ബാലൻസ് ചേയ്യാനും നാം,N
ഹിന്ദു കമ്മ്യൂണിറ്റിയിൽ ഞാൻ പറയാം കൊറെണത്തിലേ കിട്ടിയിട്ടുള്ള കൂട്ടത്തിൽ ആ കൂട്ടത്തിൽ കുറച്ച് നായന്മാരെ കൂടി വിഭചിക്കാൻ കഴിയുമോ എന്ന് അറിയാൻ വേണ്ടി രണ്ടു തുണിയില്ലാത്ത പേണ്ണുങ്ങളെ കൊണ്ട് പോലീസ് അങ്ങോട്ട് പോവുകയാണ്,P
